 UPDATE  The latest version of `serve` is 14.2.6
 HTTP  7/3/2026 5:43:47 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:47 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:48 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:48 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:48 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:48 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 5:43:48 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:43:48 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:48 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:48 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:48 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:48 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:48 pm ::1 GET /accounts/cash-bank/deposit
 HTTP  7/3/2026 5:43:48 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:48 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:48 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:48 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:48 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:48 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:48 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:49 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:49 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:49 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:49 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:49 pm ::1 GET /accounts/cash-bank/withdraw
 HTTP  7/3/2026 5:43:49 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:49 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:49 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:49 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:49 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:49 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:49 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:49 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:49 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:49 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:49 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:50 pm ::1 GET /accounts/cash-bank/transfer
 HTTP  7/3/2026 5:43:50 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:50 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:50 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:50 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:50 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:50 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:50 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:50 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:50 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:50 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:50 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:50 pm ::1 GET /accounts/expenses
 HTTP  7/3/2026 5:43:50 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:50 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:50 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:51 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:51 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:51 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:51 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:51 pm ::1 GET /accounts/expenses/add
 HTTP  7/3/2026 5:43:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:51 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:51 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:52 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:52 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:52 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:52 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:52 pm ::1 GET /accounts/expenses/recycle-bin
 HTTP  7/3/2026 5:43:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:52 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:52 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:52 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:52 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:52 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:52 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:53 pm ::1 GET /accounts/loans
 HTTP  7/3/2026 5:43:53 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:53 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:53 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:53 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:53 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:53 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:53 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:43:53 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:53 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:53 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:53 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:53 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:53 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:53 pm ::1 GET /accounts/loans/add
 HTTP  7/3/2026 5:43:53 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:53 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:53 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:54 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:54 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:54 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:54 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:54 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:54 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:54 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:54 pm ::1 GET /accounts/loans/loan-1
 HTTP  7/3/2026 5:43:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:54 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:54 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:54 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:54 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:54 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:54 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:54 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:54 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:54 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:55 pm ::1 GET /accounts/loans/loan-1/payment
 HTTP  7/3/2026 5:43:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:55 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:55 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:55 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:55 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:55 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:55 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:55 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:55 pm ::1 GET /accounts/loans/loan-1/interest
 HTTP  7/3/2026 5:43:55 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:55 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:55 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:56 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:56 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:56 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:56 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:56 pm ::1 GET /reports
 HTTP  7/3/2026 5:43:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:56 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:56 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:56 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:56 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:56 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:56 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:56 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:56 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:56 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:57 pm ::1 GET /reports/gst-summary
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:57 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:57 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:57 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:57 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:57 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:57 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:57 pm ::1 GET /reports/trial-balance
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:57 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:57 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:57 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:57 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:58 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:58 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:58 pm ::1 GET /reports/ledgers
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:58 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:58 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:58 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:58 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:58 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:58 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:58 pm ::1 GET /reports/ledgers/led-1
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:58 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:58 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:59 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:59 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:59 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:59 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:59 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:59 pm ::1 GET /more
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:43:59 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:43:59 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:59 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:59 pm ::1 HEAD /
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:43:59 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:59 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:43:59 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:43:59 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:44:00 pm ::1 GET /more/settings
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:44:00 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:44:00 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:44:00 pm ::1 HEAD /
 HTTP  7/3/2026 5:44:00 pm ::1 HEAD /
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:44:00 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:44:00 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:44:00 pm ::1 GET /more/settings/GENERAL
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:44:00 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:44:00 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:44:00 pm ::1 HEAD /
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 3 ms
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:44:00 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:44:00 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:44:00 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:44:01 pm ::1 GET /more/settings/ITEM_SETTINGS
 HTTP  7/3/2026 5:44:01 pm ::1 Returned 200 in 1 ms
 HTTP  7/3/2026 5:44:01 pm ::1 GET /_expo/static/js/web/entry-d6b311123318afe3be416ea9fb41b065.js
 HTTP  7/3/2026 5:44:01 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:44:01 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
 HTTP  7/3/2026 5:44:01 pm ::1 HEAD /
 HTTP  7/3/2026 5:44:01 pm ::1 HEAD /
 HTTP  7/3/2026 5:44:01 pm ::1 Returned 200 in 5 ms
 HTTP  7/3/2026 5:44:01 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:44:01 pm ::1 Returned 200 in 4 ms
 HTTP  7/3/2026 5:44:01 pm ::1 GET /assets/node_modules/.pnpm/@expo+vector-icons@15.1.1_e_0551bb4c91465be345a06121634ce70b/node_modules/@expo/vector-icons/build/vendor/react-native-vector-icons/Fonts/MaterialCommunityIcons.6e435534bd35da5fef04168860a9b8fa.ttf
 HTTP  7/3/2026 5:44:01 pm ::1 Returned 200 in 2 ms
 HTTP  7/3/2026 5:44:01 pm ::1 GET /assets/assets/images/logo-glow.dbca075a49dc45e550c5d2e3e9601039.png
